clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,22
AJM,Tlalpan,BUENA,PM10,15
BJU,Benito Juárez,BUENA,PM10,24
CAM,Azcapotzalco,BUENA,PM10,39
CCA,Coyoacán,BUENA,NO2,14
COY,Coyoacán,BUENA,NO2,15
CUA,Cuajimalpa,BUENA,PM10,24
GAM,Gustavo A. Madero,BUENA,O3,6
HGM,Cuauhtémoc,BUENA,PM10,23
IZT,Iztacalco,BUENA,PM10,23
MER,Venustiano Carranza,BUENA,PM10,35
MGH,Miguel Hidalgo,BUENA,PM10,23
MPA,Milpa Alta,BUENA,O3,17
PED,Álvaro Obregón,BUENA,NO2,11
SFE,Cuajimalpa,BUENA,NO2,9
SJA,Gustavo A. Madero,BUENA,CO,9
TAH,Tláhuac,BUENA,PM10,21
UAX,Coyoacán,BUENA,NO2,9
UIZ,Iztapalapa,BUENA,NO2,13
ACO,Acolman,BUENA,PM10,26
ATI,Atizapán,BUENA,PM10,39
CHO,Chalco,BUENA,PM10,24
CUT,Tepotzotlán,BUENA,PM10,38
FAC,Naucalpan,BUENA,PM10,25
INN,Ocoyoacac,BUENA,O3,16
LLA,Ecatepec,BUENA,O3,11
LPR,Anexo de Tlalnepantla,BUENA,O3,4
MON,Texcoco,BUENA,O3,12
NEZ,Nezahualcóyotl,BUENA,CO,5
SAG,Ecatepec,BUENA,PM10,36
TLA,Tlalnepantla,BUENA,PM10,50
TLI,Tultitlán,BUENA,PM10,35
VIF,Coacalco,BUENA,PM10,38
XAL,Ecatepec,REGULAR,PM10,54
